SPDP;曲名;難易度;Lv;SCORE;Crank;Crump;Fskill;Frank
SP;Go To The Oasis;basic;Lv;0;NONE;Noplay;0;NONE
SP;Go To The Oasis;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Go To The Oasis;expert;Lv;0;NONE;Noplay;0;NONE
SP;Gotta Dance;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Gotta Dance;basic;Lv;0;NONE;Noplay;0;NONE
SP;Gotta Dance;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Gotta Dance;expert;Lv;0;NONE;Noplay;0;NONE
SP;GRADIUSIC CYBER ～AMD G5 MIX～;beginner;Lv;0;NONE;Noplay;0;NONE
SP;GRADIUSIC CYBER ～AMD G5 MIX～;basic;Lv;0;NONE;Noplay;0;NONE
SP;GRADIUSIC CYBER ～AMD G5 MIX～;difficult;Lv;0;NONE;Noplay;0;NONE
SP;GRADIUSIC CYBER ～AMD G5 MIX～;expert;Lv;726420;E;Noplay;0;NONE
SP;GRADIUS REMIX（↑↑↓↓←→←→BA Ver.);beginner;Lv;0;NONE;Noplay;0;NONE
SP;GRADIUS REMIX（↑↑↓↓←→←→BA Ver.);basic;Lv;0;NONE;Noplay;0;NONE
SP;GRADIUS REMIX（↑↑↓↓←→←→BA Ver.);difficult;Lv;0;NONE;Noplay;0;NONE
SP;GRADIUS REMIX（↑↑↓↓←→←→BA Ver.);expert;Lv;0;NONE;Noplay;0;NONE
SP;GRADUATION ～それぞれの明日～;beginner;Lv;0;NONE;Noplay;0;NONE
SP;GRADUATION ～それぞれの明日～;basic;Lv;0;NONE;Noplay;0;NONE
SP;GRADUATION ～それぞれの明日～;difficult;Lv;0;NONE;Noplay;0;NONE
SP;GRADUATION ～それぞれの明日～;expert;Lv;0;NONE;Noplay;0;NONE
SP;Grand Chariot;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Grand Chariot;basic;Lv;0;NONE;Noplay;0;NONE
SP;Grand Chariot;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Grand Chariot;expert;Lv;943910;AA;Clear;0;NONE
SP;Gravity Collapse;challenge;Lv;972990;AA+;Clear;636;1
SP;Grip & Break down !!;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Grip & Break down !!;basic;Lv;0;NONE;Noplay;0;NONE
SP;Grip & Break down !!;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Grip & Break down !!;expert;Lv;959930;AA+;FC;0;NONE
SP;GROOVE 04;beginner;Lv;0;NONE;Noplay;0;NONE
SP;GROOVE 04;basic;Lv;0;NONE;Noplay;0;NONE
SP;GROOVE 04;difficult;Lv;0;NONE;Noplay;0;NONE
SP;GROOVE 04;expert;Lv;974340;AA+;Clear;657;1
SP;GUILTY DIAMONDS;beginner;Lv;0;NONE;Noplay;0;NONE
SP;GUILTY DIAMONDS;basic;Lv;0;NONE;Noplay;0;NONE
SP;GUILTY DIAMONDS;difficult;Lv;0;NONE;Noplay;0;NONE
SP;GUILTY DIAMONDS;expert;Lv;975260;AA+;FC;0;NONE
SP;Habibe (Antuh muhleke);beginner;Lv;0;NONE;Noplay;0;NONE
SP;Habibe (Antuh muhleke);basic;Lv;0;NONE;Noplay;0;NONE
SP;Habibe (Antuh muhleke);difficult;Lv;0;NONE;Noplay;0;NONE
SP;Habibe (Antuh muhleke);expert;Lv;938320;AA;Life4;0;NONE
SP;Ha･lle･lu･jah;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Ha･lle･lu･jah;basic;Lv;0;NONE;Noplay;0;NONE
SP;Ha･lle･lu･jah;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Ha･lle･lu･jah;expert;Lv;968090;AA+;FC;0;NONE
SP;HANDS UP IN THE AIR;beginner;Lv;0;NONE;Noplay;0;NONE
SP;HANDS UP IN THE AIR;basic;Lv;0;NONE;Noplay;0;NONE
SP;HANDS UP IN THE AIR;difficult;Lv;0;NONE;Noplay;0;NONE
SP;HANDS UP IN THE AIR;expert;Lv;0;NONE;Noplay;0;NONE
SP;HAPPY☆ANGEL;beginner;Lv;0;NONE;Noplay;0;NONE
SP;HAPPY☆ANGEL;basic;Lv;0;NONE;Noplay;0;NONE
SP;HAPPY☆ANGEL;difficult;Lv;0;NONE;Noplay;0;NONE
SP;HAPPY☆ANGEL;expert;Lv;0;NONE;Noplay;0;NONE
SP;HAPPY☆ANGEL;challenge;Lv;201110;E;Noplay;0;NONE
SP;Happy Dance Day 2 U;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Happy Dance Day 2 U;basic;Lv;0;NONE;Noplay;0;NONE
SP;Happy Dance Day 2 U;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Happy Dance Day 2 U;expert;Lv;999350;AAA;PFC;920;EX
SP;HAPPY☆LUCKY☆YEAPPY;beginner;Lv;0;NONE;Noplay;0;NONE
SP;HAPPY☆LUCKY☆YEAPPY;basic;Lv;0;NONE;Noplay;0;NONE
SP;HAPPY☆LUCKY☆YEAPPY;difficult;Lv;0;NONE;Noplay;0;NONE
SP;HAPPY☆LUCKY☆YEAPPY;expert;Lv;146860;E;Noplay;0;NONE
SP;Happy Wedding;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Happy Wedding;basic;Lv;0;NONE;Noplay;0;NONE
SP;Happy Wedding;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Happy Wedding;expert;Lv;0;NONE;Noplay;0;NONE
SP;HARD BRAIN;beginner;Lv;0;NONE;Noplay;0;NONE
SP;HARD BRAIN;basic;Lv;0;NONE;Noplay;0;NONE
SP;HARD BRAIN;difficult;Lv;0;NONE;Noplay;0;NONE
SP;HARD BRAIN;expert;Lv;996130;AAA;GFC;960;EX
SP;Haunted Rhapsody;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Haunted Rhapsody;basic;Lv;0;NONE;Noplay;0;NONE
SP;Haunted Rhapsody;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Haunted Rhapsody;expert;Lv;990860;AAA;FC;872;EX
SP;Healing-D-Vision;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Healing-D-Vision;basic;Lv;0;NONE;Noplay;0;NONE
SP;Healing-D-Vision;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Healing-D-Vision;expert;Lv;937530;AA;Clear;0;NONE
SP;Healing-D-Vision;challenge;Lv;731500;B;Clear;0;NONE
SP;Healing Vision;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Healing Vision;basic;Lv;0;NONE;Noplay;0;NONE
SP;Healing Vision;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Healing Vision;expert;Lv;0;NONE;Noplay;0;NONE
SP;Healing Vision(X-Special);challenge;Lv;915060;AA;Clear;0;NONE
SP;Healing Vision ～Angelic mix～;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Healing Vision ～Angelic mix～;basic;Lv;0;NONE;Noplay;0;NONE
SP;Healing Vision ～Angelic mix～;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Healing Vision ～Angelic mix～;expert;Lv;0;NONE;Noplay;0;NONE
SP;HEART BEAT FORMULA;beginner;Lv;0;NONE;Noplay;0;NONE
SP;HEART BEAT FORMULA;basic;Lv;0;NONE;Noplay;0;NONE
SP;HEART BEAT FORMULA;difficult;Lv;0;NONE;Noplay;0;NONE
SP;HEART BEAT FORMULA;expert;Lv;995880;AAA;GFC;872;EX
SP;HEART BEAT FORMULA (Vinyl Mix);beginner;Lv;0;NONE;Noplay;0;NONE
SP;HEART BEAT FORMULA (Vinyl Mix);basic;Lv;0;NONE;Noplay;0;NONE
SP;HEART BEAT FORMULA (Vinyl Mix);difficult;Lv;0;NONE;Noplay;0;NONE
SP;HEART BEAT FORMULA (Vinyl Mix);expert;Lv;0;NONE;Noplay;0;NONE
SP;HEARTBREAK (Sound Selektaz remix);beginner;Lv;0;NONE;Noplay;0;NONE
SP;HEARTBREAK (Sound Selektaz remix);basic;Lv;0;NONE;Noplay;0;NONE
SP;HEARTBREAK (Sound Selektaz remix);difficult;Lv;0;NONE;Noplay;0;NONE
SP;HEARTBREAK (Sound Selektaz remix);expert;Lv;0;NONE;Noplay;0;NONE
SP;Heatstroke;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Heatstroke;basic;Lv;0;NONE;Noplay;0;NONE
SP;Heatstroke;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Heatstroke;expert;Lv;0;NONE;Noplay;0;NONE
SP;Heatstroke;challenge;Lv;0;NONE;Noplay;0;NONE
SP;Heaven is a '57 metallic gray ～gimmix～;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Heaven is a '57 metallic gray ～gimmix～;basic;Lv;0;NONE;Noplay;0;NONE
SP;Heaven is a '57 metallic gray ～gimmix～;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Heaven is a '57 metallic gray ～gimmix～;expert;Lv;0;NONE;Noplay;0;NONE
SP;Heavens and the Earth;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Heavens and the Earth;basic;Lv;0;NONE;Noplay;0;NONE
SP;Heavens and the Earth;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Heavens and the Earth;expert;Lv;0;NONE;Noplay;0;NONE
SP;Heavy Rain;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Heavy Rain;basic;Lv;0;NONE;Noplay;0;NONE
SP;Heavy Rain;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Heavy Rain;expert;Lv;997750;AAA;GFC;872;EX
SP;Helios;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Helios;basic;Lv;0;NONE;Noplay;0;NONE
SP;Helios;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Helios;expert;Lv;961140;AA+;Clear;657;1
SP;Hella Deep;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Hella Deep;basic;Lv;0;NONE;Noplay;0;NONE
SP;Hella Deep;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Hella Deep;expert;Lv;970870;AA+;Life4;0;NONE
SP;Help me, ERINNNNNN!!;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Help me, ERINNNNNN!!;basic;Lv;0;NONE;Noplay;0;NONE
SP;Help me, ERINNNNNN!!;difficult;Lv;865220;A+;Clear;0;NONE
SP;Help me, ERINNNNNN!!;expert;Lv;970420;AA+;FC;0;NONE
SP;heron;beginner;Lv;0;NONE;Noplay;0;NONE
SP;heron;basic;Lv;0;NONE;Noplay;0;NONE
SP;heron;difficult;Lv;0;NONE;Noplay;0;NONE
SP;heron;expert;Lv;0;NONE;Noplay;0;NONE
SP;heron;challenge;Lv;0;NONE;Noplay;0;NONE
SP;HIGHER;beginner;Lv;0;NONE;Noplay;0;NONE
SP;HIGHER;basic;Lv;0;NONE;Noplay;0;NONE
SP;HIGHER;difficult;Lv;0;NONE;Noplay;0;NONE
SP;HIGHER;expert;Lv;0;NONE;Noplay;0;NONE
SP;HIGHER(next morning mix);challenge;Lv;0;NONE;Noplay;0;NONE
SP;High & Low;beginner;Lv;0;NONE;Noplay;0;NONE
SP;High & Low;basic;Lv;0;NONE;Noplay;0;NONE
SP;High & Low;difficult;Lv;0;NONE;Noplay;0;NONE
SP;High & Low;expert;Lv;946250;AA;Clear;0;NONE
SP;High School Love;beginner;Lv;0;NONE;Noplay;0;NONE
SP;High School Love;basic;Lv;0;NONE;Noplay;0;NONE
SP;High School Love;difficult;Lv;0;NONE;Noplay;0;NONE
SP;High School Love;expert;Lv;0;NONE;Noplay;0;NONE
SP;Hold Tight;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Hold Tight;basic;Lv;0;NONE;Noplay;0;NONE
SP;Hold Tight;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Hold Tight;expert;Lv;0;NONE;Noplay;0;NONE
SP;Holic;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Holic;basic;Lv;0;NONE;Noplay;0;NONE
SP;Holic;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Holic;expert;Lv;0;NONE;Noplay;0;NONE
SP;Hopeful;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Hopeful;basic;Lv;0;NONE;Noplay;0;NONE
SP;Hopeful;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Hopeful;expert;Lv;0;NONE;Noplay;0;NONE
SP;Hoping To Be Good;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Hoping To Be Good;basic;Lv;0;NONE;Noplay;0;NONE
SP;Hoping To Be Good;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Hoping To Be Good;expert;Lv;0;NONE;Noplay;0;NONE
SP;Horatio;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Horatio;basic;Lv;0;NONE;Noplay;0;NONE
SP;Horatio;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Horatio;expert;Lv;971320;AA+;GFC;924;9
SP;Horatio;challenge;Lv;92630;E;Noplay;0;NONE
SP;Hunny Bunny;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Hunny Bunny;basic;Lv;793030;A-;Clear;0;NONE
SP;Hunny Bunny;difficult;Lv;815840;A;Clear;0;NONE
SP;Hunny Bunny;expert;Lv;956900;AA+;Clear;0;NONE
SP;HYENA;beginner;Lv;0;NONE;Noplay;0;NONE
SP;HYENA;basic;Lv;0;NONE;Noplay;0;NONE
SP;HYENA;difficult;Lv;0;NONE;Noplay;0;NONE
SP;HYENA;expert;Lv;962300;AA+;Clear;0;NONE
SP;Hyper Bomb;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Hyper Bomb;basic;Lv;0;NONE;Noplay;0;NONE
SP;Hyper Bomb;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Hyper Bomb;expert;Lv;0;NONE;Noplay;0;NONE
SP;HYPERDRIVE;beginner;Lv;0;NONE;Noplay;0;NONE
SP;HYPERDRIVE;basic;Lv;0;NONE;Noplay;0;NONE
SP;HYPERDRIVE;difficult;Lv;0;NONE;Noplay;0;NONE
SP;HYPERDRIVE;expert;Lv;0;NONE;Noplay;0;NONE
SP;HYPER EUROBEAT;beginner;Lv;0;NONE;Noplay;0;NONE
SP;HYPER EUROBEAT;basic;Lv;0;NONE;Noplay;0;NONE
SP;HYPER EUROBEAT;difficult;Lv;0;NONE;Noplay;0;NONE
SP;HYPER EUROBEAT;expert;Lv;0;NONE;Noplay;0;NONE
SP;HyperTwist;beginner;Lv;651250;E;Noplay;0;NONE
SP;HyperTwist;basic;Lv;0;NONE;Noplay;0;NONE
SP;HyperTwist;difficult;Lv;825880;A;Clear;0;NONE
SP;HyperTwist;expert;Lv;993860;AAA;GFC;960;EX
SP;HyperTwist;challenge;Lv;856670;A+;Clear;689;1
SP;HYSTERIA;beginner;Lv;0;NONE;Noplay;0;NONE
SP;HYSTERIA;basic;Lv;0;NONE;Noplay;0;NONE
SP;HYSTERIA;difficult;Lv;0;NONE;Noplay;0;NONE
SP;HYSTERIA;expert;Lv;0;NONE;Noplay;0;NONE
SP;HYSTERIA 2001;challenge;Lv;0;NONE;Noplay;0;NONE
SP;Idola;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Idola;basic;Lv;0;NONE;Noplay;0;NONE
SP;Idola;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Idola;expert;Lv;977900;AA+;GFC;954;9
SP;Idola;challenge;Lv;873170;A+;Clear;635;NONE
SP;If;beginner;Lv;0;NONE;Noplay;0;NONE
SP;If;basic;Lv;0;NONE;Noplay;0;NONE
SP;If;difficult;Lv;892320;AA-;Clear;0;NONE
SP;If;expert;Lv;962880;AA+;Clear;0;NONE
SP;i feel ...;beginner;Lv;0;NONE;Noplay;0;NONE
SP;i feel ...;basic;Lv;0;NONE;Noplay;0;NONE
SP;i feel ...;difficult;Lv;0;NONE;Noplay;0;NONE
SP;i feel ...;expert;Lv;0;NONE;Noplay;0;NONE
SP;iFUTURELIST(DDR VERSION);beginner;Lv;0;NONE;Noplay;0;NONE
SP;iFUTURELIST(DDR VERSION);basic;Lv;0;NONE;Noplay;0;NONE
SP;iFUTURELIST(DDR VERSION);difficult;Lv;0;NONE;Noplay;0;NONE
SP;iFUTURELIST(DDR VERSION);expert;Lv;0;NONE;Noplay;0;NONE
SP;iFUTURELIST(DDR VERSION);challenge;Lv;0;NONE;Noplay;0;NONE
SP;Illegal Function Call;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Illegal Function Call;basic;Lv;0;NONE;Noplay;0;NONE
SP;Illegal Function Call;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Illegal Function Call;expert;Lv;0;NONE;Noplay;0;NONE
SP;I Love You;beginner;Lv;0;NONE;Noplay;0;NONE
SP;I Love You;basic;Lv;0;NONE;Noplay;0;NONE
SP;I Love You;difficult;Lv;0;NONE;Noplay;0;NONE
SP;I Love You;expert;Lv;824450;A;Clear;0;NONE
SP;I'm an Albatraoz;beginner;Lv;0;NONE;Noplay;0;NONE
SP;I'm an Albatraoz;basic;Lv;0;NONE;Noplay;0;NONE
SP;I'm an Albatraoz;difficult;Lv;0;NONE;Noplay;0;NONE
SP;I'm an Albatraoz;expert;Lv;952880;AA+;GFC;0;NONE
SP;IMANOGUILTS;beginner;Lv;0;NONE;Noplay;0;NONE
SP;IMANOGUILTS;basic;Lv;0;NONE;Noplay;0;NONE
SP;IMANOGUILTS;difficult;Lv;0;NONE;Noplay;0;NONE
SP;IMANOGUILTS;expert;Lv;906390;AA;Clear;0;NONE
SP;IMANOGUILTS;challenge;Lv;0;NONE;Noplay;0;NONE
SP;I'm Flying Away;beginner;Lv;0;NONE;Noplay;0;NONE
SP;I'm Flying Away;basic;Lv;0;NONE;Noplay;0;NONE
SP;I'm Flying Away;difficult;Lv;0;NONE;Noplay;0;NONE
SP;I'm Flying Away;expert;Lv;0;NONE;Noplay;0;NONE
SP;I'm gonna get you!;beginner;Lv;0;NONE;Noplay;0;NONE
SP;I'm gonna get you!;basic;Lv;0;NONE;Noplay;0;NONE
SP;I'm gonna get you!;difficult;Lv;0;NONE;Noplay;0;NONE
SP;I'm gonna get you!;expert;Lv;0;NONE;Noplay;0;NONE
SP;I'm so Happy;beginner;Lv;0;NONE;Noplay;0;NONE
SP;I'm so Happy;basic;Lv;0;NONE;Noplay;0;NONE
SP;I'm so Happy;difficult;Lv;925560;AA;Clear;0;NONE
SP;I'm so Happy;expert;Lv;941550;AA;GFC;0;NONE
SP;I'm so Happy;challenge;Lv;990340;AAA;GFC;954;9
SP;IN BETWEEN;beginner;Lv;0;NONE;Noplay;0;NONE
SP;IN BETWEEN;basic;Lv;0;NONE;Noplay;0;NONE
SP;IN BETWEEN;difficult;Lv;0;NONE;Noplay;0;NONE
SP;IN BETWEEN;expert;Lv;995020;AAA;GFC;960;EX
SP;Indigo Nocturne;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Indigo Nocturne;basic;Lv;0;NONE;Noplay;0;NONE
SP;Indigo Nocturne;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Indigo Nocturne;expert;Lv;975460;AA+;FC;924;9
SP;I Need You;beginner;Lv;0;NONE;Noplay;0;NONE
SP;I Need You;basic;Lv;0;NONE;Noplay;0;NONE
SP;I Need You;difficult;Lv;0;NONE;Noplay;0;NONE
SP;I Need You;expert;Lv;0;NONE;Noplay;0;NONE
SP;INFINITE WORLD;expert;Lv;998160;AAA;GFC;609;1
SP;in love wit you;beginner;Lv;0;NONE;Noplay;0;NONE
SP;in love wit you;basic;Lv;0;NONE;Noplay;0;NONE
SP;in love wit you;difficult;Lv;0;NONE;Noplay;0;NONE
SP;in love wit you;expert;Lv;0;NONE;Noplay;0;NONE
SP;Inner Spirit -GIGA HiTECH MIX-;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Inner Spirit -GIGA HiTECH MIX-;basic;Lv;0;NONE;Noplay;0;NONE
SP;Inner Spirit -GIGA HiTECH MIX-;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Inner Spirit -GIGA HiTECH MIX-;expert;Lv;995200;AAA;GFC;960;EX
SP;INNOCENCE OF SILENCE;beginner;Lv;0;NONE;Noplay;0;NONE
SP;INNOCENCE OF SILENCE;basic;Lv;0;NONE;Noplay;0;NONE
SP;INNOCENCE OF SILENCE;difficult;Lv;0;NONE;Noplay;0;NONE
SP;INNOCENCE OF SILENCE;expert;Lv;0;NONE;Noplay;0;NONE
SP;INSERTiON;beginner;Lv;0;NONE;Noplay;0;NONE
SP;INSERTiON;basic;Lv;0;NONE;Noplay;0;NONE
SP;INSERTiON;difficult;Lv;0;NONE;Noplay;0;NONE
SP;INSERTiON;expert;Lv;0;NONE;Noplay;0;NONE
SP;INSIDE YOUR HEART;beginner;Lv;0;NONE;Noplay;0;NONE
SP;INSIDE YOUR HEART;basic;Lv;0;NONE;Noplay;0;NONE
SP;INSIDE YOUR HEART;difficult;Lv;0;NONE;Noplay;0;NONE
SP;INSIDE YOUR HEART;expert;Lv;0;NONE;Noplay;0;NONE
SP;insist;beginner;Lv;0;NONE;Noplay;0;NONE
SP;insist;basic;Lv;0;NONE;Noplay;0;NONE
SP;insist;difficult;Lv;0;NONE;Noplay;0;NONE
SP;insist;expert;Lv;958920;AA+;GFC;636;1
SP;Inspiration;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Inspiration;basic;Lv;0;NONE;Noplay;0;NONE
SP;Inspiration;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Inspiration;expert;Lv;0;NONE;Noplay;0;NONE
SP;In The Air;beginner;Lv;0;NONE;Noplay;0;NONE
SP;In The Air;basic;Lv;0;NONE;Noplay;0;NONE
SP;In The Air;difficult;Lv;0;NONE;Noplay;0;NONE
SP;In The Air;expert;Lv;0;NONE;Noplay;0;NONE
SP;In The Breeze;beginner;Lv;0;NONE;Noplay;0;NONE
SP;In The Breeze;basic;Lv;0;NONE;Noplay;0;NONE
SP;In The Breeze;difficult;Lv;0;NONE;Noplay;0;NONE
SP;In The Breeze;expert;Lv;0;NONE;Noplay;0;NONE
SP;In the past;beginner;Lv;0;NONE;Noplay;0;NONE
SP;In the past;basic;Lv;746110;B;Clear;0;NONE
SP;In the past;difficult;Lv;0;NONE;Noplay;0;NONE
SP;In the past;expert;Lv;993580;AAA;GFC;992;EX
SP;IN THE ZONE;beginner;Lv;0;NONE;Noplay;0;NONE
SP;IN THE ZONE;basic;Lv;0;NONE;Noplay;0;NONE
SP;IN THE ZONE;difficult;Lv;0;NONE;Noplay;0;NONE
SP;IN THE ZONE;expert;Lv;0;NONE;Noplay;0;NONE
SP;INTO YOUR HEART (Ruffage remix);beginner;Lv;0;NONE;Noplay;0;NONE
SP;INTO YOUR HEART (Ruffage remix);basic;Lv;0;NONE;Noplay;0;NONE
SP;INTO YOUR HEART (Ruffage remix);difficult;Lv;0;NONE;Noplay;0;NONE
SP;INTO YOUR HEART (Ruffage remix);expert;Lv;0;NONE;Noplay;0;NONE
SP;invisible rain;beginner;Lv;0;NONE;Noplay;0;NONE
SP;invisible rain;basic;Lv;0;NONE;Noplay;0;NONE
SP;invisible rain;difficult;Lv;0;NONE;Noplay;0;NONE
SP;invisible rain;expert;Lv;879790;A+;Clear;0;NONE
SP;I/O;beginner;Lv;0;NONE;Noplay;0;NONE
SP;I/O;basic;Lv;0;NONE;Noplay;0;NONE
SP;I/O;difficult;Lv;0;NONE;Noplay;0;NONE
SP;I/O;expert;Lv;0;NONE;Noplay;0;NONE
SP;IRON HEART;beginner;Lv;0;NONE;Noplay;0;NONE
SP;IRON HEART;basic;Lv;0;NONE;Noplay;0;NONE
SP;IRON HEART;difficult;Lv;0;NONE;Noplay;0;NONE
SP;IRON HEART;expert;Lv;981830;AA+;Clear;0;NONE
SP;Ishtar;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Ishtar;basic;Lv;0;NONE;Noplay;0;NONE
SP;Ishtar;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Ishtar;expert;Lv;963670;AA+;Clear;0;NONE
SP;Ishtar;challenge;Lv;0;NONE;Noplay;0;NONE
SP;I Want To Do This Keep;beginner;Lv;0;NONE;Noplay;0;NONE
SP;I Want To Do This Keep;basic;Lv;0;NONE;Noplay;0;NONE
SP;I Want To Do This Keep;difficult;Lv;0;NONE;Noplay;0;NONE
SP;I Want To Do This Keep;expert;Lv;993460;AAA;GFC;960;EX
SP;I WANT YOUR LOVE (Darwin remix);beginner;Lv;0;NONE;Noplay;0;NONE
SP;I WANT YOUR LOVE (Darwin remix);basic;Lv;0;NONE;Noplay;0;NONE
SP;I WANT YOUR LOVE (Darwin remix);difficult;Lv;0;NONE;Noplay;0;NONE
SP;I WANT YOUR LOVE (Darwin remix);expert;Lv;0;NONE;Noplay;0;NONE
SP;I-W-U (I Want U);beginner;Lv;0;NONE;Noplay;0;NONE
SP;I-W-U (I Want U);basic;Lv;0;NONE;Noplay;0;NONE
SP;I-W-U (I Want U);difficult;Lv;996530;AAA;GFC;0;NONE
SP;I-W-U (I Want U);expert;Lv;957160;AA+;Clear;673;1
SP;Jam & Marmalade;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Jam & Marmalade;basic;Lv;0;NONE;Noplay;0;NONE
SP;Jam & Marmalade;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Jam & Marmalade;expert;Lv;0;NONE;Noplay;0;NONE
SP;jane jana;beginner;Lv;0;NONE;Noplay;0;NONE
SP;jane jana;basic;Lv;0;NONE;Noplay;0;NONE
SP;jane jana;difficult;Lv;0;NONE;Noplay;0;NONE
SP;jane jana;expert;Lv;0;NONE;Noplay;0;NONE
SP;jet coaster☆girl;beginner;Lv;0;NONE;Noplay;0;NONE
SP;jet coaster☆girl;basic;Lv;0;NONE;Noplay;0;NONE
SP;jet coaster☆girl;difficult;Lv;0;NONE;Noplay;0;NONE
SP;jet coaster☆girl;expert;Lv;0;NONE;Noplay;0;NONE
SP;Jetcoaster Windy;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Jetcoaster Windy;basic;Lv;0;NONE;Noplay;0;NONE
SP;Jetcoaster Windy;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Jetcoaster Windy;expert;Lv;949180;AA;Life4;0;NONE
SP;JET WORLD;beginner;Lv;0;NONE;Noplay;0;NONE
SP;JET WORLD;basic;Lv;0;NONE;Noplay;0;NONE
SP;JET WORLD;difficult;Lv;0;NONE;Noplay;0;NONE
SP;JET WORLD;expert;Lv;0;NONE;Noplay;0;NONE
SP;Jewelry days;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Jewelry days;basic;Lv;0;NONE;Noplay;0;NONE
SP;Jewelry days;difficult;Lv;0;NONE;Noplay;0;NONE
SP;Jewelry days;expert;Lv;0;NONE;Noplay;0;NONE
SP;JOKER;beginner;Lv;0;NONE;Noplay;0;NONE
SP;JOKER;basic;Lv;0;NONE;Noplay;0;NONE
SP;JOKER;difficult;Lv;0;NONE;Noplay;0;NONE
SP;JOKER;expert;Lv;0;NONE;Noplay;0;NONE
SP;JOKER;challenge;Lv;949280;AA;Clear;0;NONE
SP;JOMANDA;beginner;Lv;0;NONE;Noplay;0;NONE
SP;JOMANDA;basic;Lv;0;NONE;Noplay;0;NONE
SP;JOMANDA;difficult;Lv;0;NONE;Noplay;0;NONE
SP;JOMANDA;expert;Lv;0;NONE;Noplay;0;NONE
SP;JOMANDA;challenge;Lv;0;NONE;Noplay;0;NONE
SP;Jucunda Memoria;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Jucunda Memoria;basic;Lv;0;NONE;Noplay;0;NONE
SP;Jucunda Memoria;difficult;Lv;953050;AA+;FC;0;NONE
SP;Jucunda Memoria;expert;Lv;804960;A;Clear;0;NONE
SP;Jungle Dance;beginner;Lv;0;NONE;Noplay;0;NONE
SP;Jungle Dance;basic;Lv;0;NONE;Noplay;0;NONE
