SPDP;Version;曲名;難易度;Lv;SCORE;Crank;Crump;Fskill;Frank;Notes
SP;15;ロールプレイングゲーム;expert;14;999520;AAA;PFC;920;EX;527/14
SP;15;炉心融解;beginner;2;0;NONE;Noplay;0;NONE;92/14
SP;15;炉心融解;basic;6;0;NONE;Noplay;0;NONE;184/21
SP;15;炉心融解;difficult;10;983190;AA+;GFC;0;NONE;285/17
SP;15;炉心融解;expert;12;984030;AA+;GFC;0;NONE;408/3
SP;15;ロストワンの号哭;beginner;3;0;NONE;Noplay;0;NONE;147/0
SP;15;ロストワンの号哭;basic;6;0;NONE;Noplay;0;NONE;262/0
SP;15;ロストワンの号哭;difficult;10;0;NONE;Noplay;0;NONE;372/0
SP;15;ロストワンの号哭;expert;12;0;NONE;Noplay;0;NONE;515/0
SP;15;ロストワンの号哭;challenge;15;991550;AAA;GFC;924;9;677/61
SP;15;ロンロンへ　ライライライ！;beginner;3;0;NONE;Noplay;0;NONE;
SP;15;ロンロンへ　ライライライ！;basic;6;0;NONE;Noplay;0;NONE;
SP;15;ロンロンへ　ライライライ！;difficult;10;0;NONE;Noplay;0;NONE;
SP;15;ロンロンへ　ライライライ！;expert;12;998540;AAA;GFC;816;EX;
SP;15;ACE FOR ACES;beginner;4;0;NONE;Noplay;0;NONE;116/7
SP;15;ACE FOR ACES;basic;7;0;NONE;Noplay;0;NONE;311/19
SP;15;ACE FOR ACES;difficult;13;0;NONE;Noplay;0;NONE;467/19
SP;15;ACE FOR ACES;expert;15;959740;AA+;Clear;636;1;658/14
SP;15;ACE FOR ACES;challenge;18;786300;B+;Clear;650;NONE;786/16
SP;15;ALGORITHM;beginner;5;0;NONE;Noplay;0;NONE;160/6
SP;15;ALGORITHM;basic;7;0;NONE;Noplay;0;NONE;201/9
SP;15;ALGORITHM;difficult;11;0;NONE;Noplay;0;NONE;319/5
SP;15;ALGORITHM;expert;13;941700;AA;GFC;0;NONE;423/16
SP;15;ALGORITHM;challenge;15;994480;AAA;GFC;960;EX;478/25
SP;15;ALL MY HEART -この恋に、わたしの全てを賭ける-;beginner;3;0;NONE;Noplay;0;NONE;113/1
SP;15;ALL MY HEART -この恋に、わたしの全てを賭ける-;basic;5;0;NONE;Noplay;0;NONE;173/1
SP;15;ALL MY HEART -この恋に、わたしの全てを賭ける-;difficult;9;0;NONE;Noplay;0;NONE;278/3
SP;15;ALL MY HEART -この恋に、わたしの全てを賭ける-;expert;13;0;NONE;Noplay;0;NONE;391/6
SP;15;Angelic Jelly;beginner;4;0;NONE;Noplay;0;NONE;123/7
SP;15;Angelic Jelly;basic;6;0;NONE;Noplay;0;NONE;219/20
SP;15;Angelic Jelly;difficult;11;0;NONE;Noplay;0;NONE;402/8
SP;15;Angelic Jelly;expert;13;986130;AA+;GFC;0;NONE;531/2
SP;15;ANNIVERSARY ∴∵∴ ←↓↑→;beginner;4;0;NONE;Noplay;0;NONE;144/16
SP;15;ANNIVERSARY ∴∵∴ ←↓↑→;basic;7;0;NONE;Noplay;0;NONE;278/12
SP;15;ANNIVERSARY ∴∵∴ ←↓↑→;difficult;12;0;NONE;Noplay;0;NONE;429/21
SP;15;ANNIVERSARY ∴∵∴ ←↓↑→;expert;16;994330;AAA;GFC;992;EX;654/16
SP;15;Astrogazer;beginner;3;0;NONE;Noplay;0;NONE;120/1
SP;15;Astrogazer;basic;7;0;NONE;Noplay;0;NONE;219/0
SP;15;Astrogazer;difficult;12;0;NONE;Noplay;0;NONE;362/0
SP;15;Astrogazer;expert;15;943870;AA;Clear;0;NONE;586/8
SP;15;Astrogazer;challenge;18;0;NONE;Noplay;0;NONE;712/38
SP;15;Bad Apple!! feat. nomico;beginner;3;0;NONE;Noplay;0;NONE;104/24
SP;15;Bad Apple!! feat. nomico;basic;5;0;NONE;Noplay;0;NONE;185/15
SP;15;Bad Apple!! feat. nomico;difficult;8;981450;AA+;GFC;0;NONE;289/49
SP;15;Bad Apple!! feat. nomico;expert;12;997410;AAA;GFC;0;NONE;399/40
SP;15;bass 2 bass;beginner;2;0;NONE;Noplay;0;NONE;59/0
SP;15;bass 2 bass;basic;5;0;NONE;Noplay;0;NONE;131/0
SP;15;bass 2 bass;difficult;9;0;NONE;Noplay;0;NONE;265/1
SP;15;bass 2 bass;expert;12;989740;AA+;GFC;0;NONE;373/1
SP;15;Be a Hero!;beginner;7;0;NONE;Noplay;0;NONE;261/35
SP;15;Be a Hero!;basic;9;0;NONE;Noplay;0;NONE;375/22
SP;15;Be a Hero!;difficult;13;996150;AAA;GFC;0;NONE;562/18
SP;15;Be a Hero!;expert;17;971250;AA+;Clear;673;1;754/52
SP;15;Boss Rush;beginner;4;0;NONE;Noplay;0;NONE;143/0
SP;15;Boss Rush;basic;10;0;NONE;Noplay;0;NONE;352/7
SP;15;Boss Rush;difficult;14;965740;AA+;Life4;0;NONE;545/23
SP;15;Boss Rush;expert;16;652880;E;Noplay;0;NONE;721/15
SP;15;Catch Our Fire!;beginner;5;0;NONE;Noplay;0;NONE;191/27
SP;15;Catch Our Fire!;basic;10;0;NONE;Noplay;0;NONE;357/24
SP;15;Catch Our Fire!;difficult;13;0;NONE;Noplay;0;NONE;504/23
SP;15;Catch Our Fire!;expert;17;0;NONE;Noplay;0;NONE;683/56
SP;15;CHAOS Terror-Tech Mix;beginner;5;0;NONE;Noplay;0;NONE;123/13
SP;15;CHAOS Terror-Tech Mix;basic;8;0;NONE;Noplay;0;NONE;238/19
SP;15;CHAOS Terror-Tech Mix;difficult;12;578110;E;Noplay;0;NONE;401/16
SP;15;CHAOS Terror-Tech Mix;expert;15;763290;B+;Clear;0;NONE;545/9
SP;15;CHAOS Terror-Tech Mix;challenge;17;0;NONE;Noplay;0;NONE;647/25
SP;15;CHOCOLATE PHILOSOPHY;beginner;2;0;NONE;Noplay;0;NONE;71/10
SP;15;CHOCOLATE PHILOSOPHY;basic;4;0;NONE;Noplay;0;NONE;114/18
SP;15;CHOCOLATE PHILOSOPHY;difficult;8;0;NONE;Noplay;0;NONE;184/25
SP;15;CHOCOLATE PHILOSOPHY;expert;9;0;NONE;Noplay;0;NONE;283/17
SP;15;CHOCOLATE PHILOSOPHY;challenge;12;950530;AA+;GFC;0;NONE;400/20
SP;15;Chronos (walk with you remix);beginner;3;0;NONE;Noplay;0;NONE;121/17
SP;15;Chronos (walk with you remix);basic;7;0;NONE;Noplay;0;NONE;251/24
SP;15;Chronos (walk with you remix);difficult;10;0;NONE;Noplay;0;NONE;390/7
SP;15;Chronos (walk with you remix);expert;14;993160;AAA;FC;0;NONE;553/8
SP;15;Come to Life;beginner;4;0;NONE;Noplay;0;NONE;144/8
SP;15;Come to Life;basic;8;0;NONE;Noplay;0;NONE;263/8
SP;15;Come to Life;difficult;12;0;NONE;Noplay;0;NONE;415/30
SP;15;Come to Life;expert;16;0;NONE;Noplay;0;NONE;611/31
SP;15;Come to Life;challenge;18;118520;E;Noplay;0;NONE;730/70
SP;15;Cosy Catastrophe;beginner;6;0;NONE;Noplay;0;NONE;188/4
SP;15;Cosy Catastrophe;basic;9;0;NONE;Noplay;0;NONE;300/9
SP;15;Cosy Catastrophe;difficult;13;0;NONE;Noplay;0;NONE;422/13
SP;15;Cosy Catastrophe;expert;16;770170;B+;Clear;0;NONE;550/9
SP;15;Cosy Catastrophe;challenge;18;0;NONE;Noplay;0;NONE;686/14
SP;15;Cytokinesis;beginner;4;0;NONE;Noplay;0;NONE;109/12
SP;15;Cytokinesis;basic;8;0;NONE;Noplay;0;NONE;180/15
SP;15;Cytokinesis;difficult;10;0;NONE;Noplay;0;NONE;305/8
SP;15;Cytokinesis;expert;14;739110;B;Clear;0;NONE;481/7
SP;15;DANCE ALL NIGHT (DDR EDITION);beginner;2;0;NONE;Noplay;0;NONE;72/0
SP;15;DANCE ALL NIGHT (DDR EDITION);basic;5;0;NONE;Noplay;0;NONE;166/6
SP;15;DANCE ALL NIGHT (DDR EDITION);difficult;8;0;NONE;Noplay;0;NONE;256/12
SP;15;DANCE ALL NIGHT (DDR EDITION);expert;10;0;NONE;Noplay;0;NONE;301/22
SP;15;Dancer in the flare;beginner;3;0;NONE;Noplay;0;NONE;86/1
SP;15;Dancer in the flare;basic;6;0;NONE;Noplay;0;NONE;146/7
SP;15;Dancer in the flare;difficult;10;0;NONE;Noplay;0;NONE;239/5
SP;15;Dancer in the flare;expert;13;985210;AA+;Life4;0;NONE;358/3
SP;15;DDR MEGAMIX;beginner;6;0;NONE;Noplay;0;NONE;185/0
SP;15;DDR MEGAMIX;basic;8;0;NONE;Noplay;0;NONE;322/2
SP;15;DDR MEGAMIX;difficult;13;0;NONE;Noplay;0;NONE;441/3
SP;15;DDR MEGAMIX;expert;15;740660;B;Clear;0;NONE;609/3
SP;15;DDR MEGAMIX;challenge;16;0;NONE;Noplay;0;NONE;731/38
SP;15;Determination;beginner;2;0;NONE;Noplay;0;NONE;90/0
SP;15;Determination;basic;5;0;NONE;Noplay;0;NONE;156/18
SP;15;Determination;difficult;8;0;NONE;Noplay;0;NONE;221/38
SP;15;Determination;expert;14;959110;AA+;FC;0;NONE;370/28
SP;15;DREAMING-ING!!;beginner;3;0;NONE;Noplay;0;NONE;89/6
SP;15;DREAMING-ING!!;basic;6;0;NONE;Noplay;0;NONE;205/8
SP;15;DREAMING-ING!!;difficult;10;0;NONE;Noplay;0;NONE;305/5
SP;15;DREAMING-ING!!;expert;12;0;NONE;Noplay;0;NONE;392/4
SP;15;Electric Dance System Music;beginner;2;0;NONE;Noplay;0;NONE;96/2
SP;15;Electric Dance System Music;basic;5;0;NONE;Noplay;0;NONE;169/3
SP;15;Electric Dance System Music;difficult;10;0;NONE;Noplay;0;NONE;295/14
SP;15;Electric Dance System Music;expert;14;983020;AA+;GFC;0;NONE;506/2
SP;15;Emera;beginner;3;0;NONE;Noplay;0;NONE;87/6
SP;15;Emera;basic;6;0;NONE;Noplay;0;NONE;161/13
SP;15;Emera;difficult;11;0;NONE;Noplay;0;NONE;305/17
SP;15;Emera;expert;15;945370;AA;Clear;0;NONE;515/15
SP;15;Emera;challenge;17;715230;B;Clear;0;NONE;563/54
SP;15;ENDYMION;beginner;9;819630;A;Clear;0;NONE;276/14
SP;15;ENDYMION;basic;13;947390;AA;Clear;0;NONE;473/15
SP;15;ENDYMION;difficult;16;956090;AA+;Clear;731;3;591/21
SP;15;ENDYMION;expert;18;739290;B;Clear;650;NONE;783/22
SP;15;ENDYMION;challenge;19;49580;E;Noplay;0;NONE;925/28
SP;15;Eternal Summer;beginner;2;0;NONE;Noplay;0;NONE;134/6
SP;15;Eternal Summer;basic;6;0;NONE;Noplay;0;NONE;248/26
SP;15;Eternal Summer;difficult;9;0;NONE;Noplay;0;NONE;360/10
SP;15;Eternal Summer;expert;13;0;NONE;Noplay;0;NONE;476/21
SP;15;Far east nightbird;beginner;4;0;NONE;Noplay;0;NONE;95/0
SP;15;Far east nightbird;basic;6;853720;A+;Clear;0;NONE;225/5
SP;15;Far east nightbird;difficult;10;523460;E;Noplay;0;NONE;327/8
SP;15;Far east nightbird;expert;12;760720;B+;Clear;0;NONE;453/7
SP;15;Far east nightbird kors k Remix -DDR edit ver-;beginner;3;0;NONE;Noplay;0;NONE;77/1
SP;15;Far east nightbird kors k Remix -DDR edit ver-;basic;7;0;NONE;Noplay;0;NONE;213/17
SP;15;Far east nightbird kors k Remix -DDR edit ver-;difficult;11;0;NONE;Noplay;0;NONE;312/11
SP;15;Far east nightbird kors k Remix -DDR edit ver-;expert;13;0;NONE;Noplay;0;NONE;393/11
SP;15;First Time;beginner;4;0;NONE;Noplay;0;NONE;86/3
SP;15;First Time;basic;7;0;NONE;Noplay;0;NONE;173/10
SP;15;First Time;difficult;11;0;NONE;Noplay;0;NONE;303/8
SP;15;First Time;expert;15;0;NONE;Noplay;0;NONE;440/8
SP;15;First Time;challenge;18;768870;B+;Clear;0;NONE;554/11
SP;15;Fly far bounce;beginner;3;0;NONE;Noplay;0;NONE;96/2
SP;15;Fly far bounce;basic;6;0;NONE;Noplay;0;NONE;162/3
SP;15;Fly far bounce;difficult;10;0;NONE;Noplay;0;NONE;236/3
SP;15;Fly far bounce;expert;13;978560;AA+;Life4;0;NONE;385/6
SP;15;Grand Chariot;beginner;3;0;NONE;Noplay;0;NONE;94/18
SP;15;Grand Chariot;basic;7;0;NONE;Noplay;0;NONE;216/18
SP;15;Grand Chariot;difficult;11;0;NONE;Noplay;0;NONE;383/17
SP;15;Grand Chariot;expert;13;943910;AA;Clear;0;NONE;518/13
SP;15;Grip & Break down !!;beginner;3;0;NONE;Noplay;0;NONE;141/0
SP;15;Grip & Break down !!;basic;6;0;NONE;Noplay;0;NONE;205/2
SP;15;Grip & Break down !!;difficult;9;0;NONE;Noplay;0;NONE;351/4
SP;15;Grip & Break down !!;expert;12;959930;AA+;FC;0;NONE;470/3
SP;15;Ha･lle･lu･jah;beginner;2;0;NONE;Noplay;0;NONE;
SP;15;Ha･lle･lu･jah;basic;5;0;NONE;Noplay;0;NONE;
SP;15;Ha･lle･lu･jah;difficult;9;0;NONE;Noplay;0;NONE;
SP;15;Ha･lle･lu･jah;expert;12;968090;AA+;FC;0;NONE;
SP;15;HANDS UP IN THE AIR;beginner;2;0;NONE;Noplay;0;NONE;62/0
SP;15;HANDS UP IN THE AIR;basic;5;0;NONE;Noplay;0;NONE;138/0
SP;15;HANDS UP IN THE AIR;difficult;9;0;NONE;Noplay;0;NONE;243/2
SP;15;HANDS UP IN THE AIR;expert;13;0;NONE;Noplay;0;NONE;360/2
SP;15;Help me, ERINNNNNN!!;beginner;4;0;NONE;Noplay;0;NONE;107/8
SP;15;Help me, ERINNNNNN!!;basic;5;0;NONE;Noplay;0;NONE;177/6
SP;15;Help me, ERINNNNNN!!;difficult;9;865220;A+;Clear;0;NONE;276/3
SP;15;Help me, ERINNNNNN!!;expert;12;970420;AA+;FC;0;NONE;349/2
SP;15;High School Love;beginner;3;0;NONE;Noplay;0;NONE;121/15
SP;15;High School Love;basic;6;0;NONE;Noplay;0;NONE;187/25
SP;15;High School Love;difficult;10;0;NONE;Noplay;0;NONE;330/26
SP;15;High School Love;expert;13;0;NONE;Noplay;0;NONE;470/21
SP;15;Hopeful;beginner;2;0;NONE;Noplay;0;NONE;89/5
SP;15;Hopeful;basic;5;0;NONE;Noplay;0;NONE;177/8
SP;15;Hopeful;difficult;10;0;NONE;Noplay;0;NONE;248/8
SP;15;Hopeful;expert;13;0;NONE;Noplay;0;NONE;354/14
SP;15;Illegal Function Call;beginner;4;0;NONE;Noplay;0;NONE;136/3
SP;15;Illegal Function Call;basic;10;0;NONE;Noplay;0;NONE;361/3
SP;15;Illegal Function Call;difficult;13;0;NONE;Noplay;0;NONE;477/6
SP;15;Illegal Function Call;expert;16;0;NONE;Noplay;0;NONE;699/12
SP;15;IN BETWEEN;beginner;4;0;NONE;Noplay;0;NONE;129/10
SP;15;IN BETWEEN;basic;7;0;NONE;Noplay;0;NONE;192/20
SP;15;IN BETWEEN;difficult;12;0;NONE;Noplay;0;NONE;314/36
SP;15;IN BETWEEN;expert;15;995020;AAA;GFC;960;EX;459/12
SP;15;invisible rain;beginner;2;0;NONE;Noplay;0;NONE;67/8
SP;15;invisible rain;basic;4;0;NONE;Noplay;0;NONE;107/8
SP;15;invisible rain;difficult;7;0;NONE;Noplay;0;NONE;180/9
SP;15;invisible rain;expert;11;879790;A+;Clear;0;NONE;264/10
SP;15;Ishtar;beginner;3;0;NONE;Noplay;0;NONE;82/5
SP;15;Ishtar;basic;5;0;NONE;Noplay;0;NONE;153/14
SP;15;Ishtar;difficult;11;0;NONE;Noplay;0;NONE;306/25
SP;15;Ishtar;expert;14;963670;AA+;Clear;0;NONE;399/23
SP;15;Ishtar;challenge;16;0;NONE;Noplay;0;NONE;481/58(56)
SP;15;Jewelry days;beginner;3;0;NONE;Noplay;0;NONE;109/13
SP;15;Jewelry days;basic;6;0;NONE;Noplay;0;NONE;204/11
SP;15;Jewelry days;difficult;9;0;NONE;Noplay;0;NONE;273/10
SP;15;Jewelry days;expert;12;0;NONE;Noplay;0;NONE;341/21
SP;15;Life is beautiful;beginner;5;0;NONE;Noplay;0;NONE;155/21
SP;15;Life is beautiful;basic;8;0;NONE;Noplay;0;NONE;279/22
SP;15;Life is beautiful;difficult;12;0;NONE;Noplay;0;NONE;430/13
SP;15;Life is beautiful;expert;16;994220;AAA;GFC;992;EX;616/37
SP;15;Love♡Shine わんだふるmix;beginner;3;0;NONE;Noplay;0;NONE;124/0
SP;15;Love♡Shine わんだふるmix;basic;5;0;NONE;Noplay;0;NONE;181/15
SP;15;Love♡Shine わんだふるmix;difficult;8;0;NONE;Noplay;0;NONE;284/19
SP;15;Love♡Shine わんだふるmix;expert;11;0;NONE;Noplay;0;NONE;331/22
SP;15;Love♡Shine わんだふるmix;challenge;14;993200;AAA;GFC;920;EX;441/25
SP;15;Love You More;beginner;3;0;NONE;Noplay;0;NONE;132/0
SP;15;Love You More;basic;9;0;NONE;Noplay;0;NONE;308/4
SP;15;Love You More;difficult;12;0;NONE;Noplay;0;NONE;472/6
SP;15;Love You More;expert;16;978650;AA+;Clear;954;9;622/17
SP;15;MAKE A JAM!;beginner;2;0;NONE;Noplay;0;NONE;63/0
SP;15;MAKE A JAM!;basic;5;0;NONE;Noplay;0;NONE;155/0
SP;15;MAKE A JAM!;difficult;7;0;NONE;Noplay;0;NONE;193/0
SP;15;MAKE A JAM!;expert;9;0;NONE;Noplay;0;NONE;240/0
SP;15;MAX 360;beginner;9;0;NONE;Noplay;0;NONE;312/6
SP;15;MAX 360;basic;12;901620;AA;Life4;0;NONE;506/8
SP;15;MAX 360;difficult;16;805870;A;Clear;0;NONE;680/4
SP;15;MAX 360;expert;18;911810;AA;Clear;689;1;888/7
SP;15;MAX 360;challenge;19;662350;E;Noplay;0;NONE;1000/10
SP;15;Neutrino;beginner;6;0;NONE;Noplay;0;NONE;122/4
SP;15;Neutrino;basic;9;0;NONE;Noplay;0;NONE;200/11
SP;15;Neutrino;difficult;12;0;NONE;Noplay;0;NONE;325/23
SP;15;Neutrino;expert;16;811320;A;Clear;0;NONE;499/24
SP;15;Neutrino;challenge;18;725790;B;Clear;0;NONE;570/21
SP;15;New Century;beginner;4;0;NONE;Noplay;0;NONE;126/7
SP;15;New Century;basic;9;0;NONE;Noplay;0;NONE;287/25
SP;15;New Century;difficult;14;987090;AA+;FC;0;NONE;442/43
SP;15;New Century;expert;17;615130;E;Noplay;0;NONE;629/28
SP;15;New Century;challenge;18;0;NONE;Noplay;0;NONE;669/61(19)
SP;15;#OurMemories;beginner;3;0;NONE;Noplay;0;NONE;123/6
SP;15;#OurMemories;basic;6;0;NONE;Noplay;0;NONE;207/38
SP;15;#OurMemories;difficult;9;0;NONE;Noplay;0;NONE;287/30
SP;15;#OurMemories;expert;12;0;NONE;Noplay;0;NONE;382/23
SP;15;#OurMemories;challenge;11;0;NONE;Noplay;0;NONE;350/1
SP;15;out of focus;beginner;3;0;NONE;Noplay;0;NONE;71/0
SP;15;out of focus;basic;6;0;NONE;Noplay;0;NONE;137/21
SP;15;out of focus;difficult;12;0;NONE;Noplay;0;NONE;272/19
SP;15;out of focus;expert;15;196230;E;Noplay;0;NONE;389/34
SP;15;out of focus;challenge;16;880460;A+;Clear;0;NONE;572/4
SP;15;Poochie;beginner;5;0;NONE;Noplay;0;NONE;127/5
SP;15;Poochie;basic;8;0;NONE;Noplay;0;NONE;268/11
SP;15;Poochie;difficult;12;0;NONE;Noplay;0;NONE;412/22
SP;15;Poochie;expert;16;851150;A+;Clear;620;NONE;627/32
SP;15;POSSESSION (20th Anniversary Mix);beginner;8;0;NONE;Noplay;0;NONE;232/6
SP;15;POSSESSION (20th Anniversary Mix);basic;11;0;NONE;Noplay;0;NONE;431/11
SP;15;POSSESSION (20th Anniversary Mix);difficult;14;948310;AA;Clear;609;1;543/24
SP;15;POSSESSION (20th Anniversary Mix);expert;16;872080;A+;Clear;657;1;647/19
SP;15;POSSESSION (20th Anniversary Mix);challenge;18;0;NONE;Noplay;0;NONE;704/12(55)
SP;15;Prey;beginner;5;0;NONE;Noplay;0;NONE;135/0
SP;15;Prey;basic;11;0;NONE;Noplay;0;NONE;332/13
SP;15;Prey;difficult;15;348230;E;Noplay;0;NONE;481/11
SP;15;Prey;expert;18;802520;A;Clear;0;NONE;633/10
SP;15;Prey;challenge;18;683820;E;Noplay;0;NONE;435/46
SP;15;Puberty Dysthymia;beginner;4;0;NONE;Noplay;0;NONE;101/2
SP;15;Puberty Dysthymia;basic;8;0;NONE;Noplay;0;NONE;243/22
SP;15;Puberty Dysthymia;difficult;13;0;NONE;Noplay;0;NONE;420/88
SP;15;Puberty Dysthymia;expert;17;0;NONE;Noplay;0;NONE;613/65
SP;15;Pursuer;beginner;3;0;NONE;Noplay;0;NONE;90/0
SP;15;Pursuer;basic;7;0;NONE;Noplay;0;NONE;181/10
SP;15;Pursuer;difficult;14;896230;AA-;Clear;609;1;392/17
SP;15;Pursuer;expert;17;0;NONE;Noplay;0;NONE;543/19
SP;15;Reach The Sky, Without you;beginner;7;924030;AA;Clear;0;NONE;207/14
SP;15;Reach The Sky, Without you;basic;10;0;NONE;Noplay;0;NONE;323/18
SP;15;Reach The Sky, Without you;difficult;14;924870;AA;Clear;609;1;461/21
SP;15;Reach The Sky, Without you;expert;17;0;NONE;Noplay;0;NONE;607/28
SP;15;Rejoin;beginner;2;0;NONE;Noplay;0;NONE;84/0
SP;15;Rejoin;basic;6;0;NONE;Noplay;0;NONE;229/25
SP;15;Rejoin;difficult;10;0;NONE;Noplay;0;NONE;338/39
SP;15;Rejoin;expert;13;0;NONE;Noplay;0;NONE;434/30
SP;15;RISING FIRE HAWK;beginner;3;0;NONE;Noplay;0;NONE;133/1
SP;15;RISING FIRE HAWK;basic;6;0;NONE;Noplay;0;NONE;229/5
SP;15;RISING FIRE HAWK;difficult;11;0;NONE;Noplay;0;NONE;402/5
SP;15;RISING FIRE HAWK;expert;15;993660;AAA;GFC;960;EX;577/8
SP;15;RISING FIRE HAWK;challenge;17;911200;AA;Clear;673;1;664/11
SP;15;Sakura Reflection;beginner;4;0;NONE;Noplay;0;NONE;106/0
SP;15;Sakura Reflection;basic;8;0;NONE;Noplay;0;NONE;272/4
SP;15;Sakura Reflection;difficult;10;0;NONE;Noplay;0;NONE;307/8
SP;15;Sakura Reflection;expert;15;995160;AAA;GFC;960;EX;479/3
SP;15;Sephirot;beginner;3;0;NONE;Noplay;0;NONE;112/9
SP;15;Sephirot;basic;6;0;NONE;Noplay;0;NONE;195/17
SP;15;Sephirot;difficult;10;0;NONE;Noplay;0;NONE;346/9
SP;15;Sephirot;expert;12;0;NONE;Noplay;0;NONE;466/3
SP;15;SHION;beginner;4;0;NONE;Noplay;0;NONE;152/1
SP;15;SHION;basic;7;0;NONE;Noplay;0;NONE;262/2
SP;15;SHION;difficult;10;0;NONE;Noplay;0;NONE;384/3
SP;15;SHION;expert;13;0;NONE;Noplay;0;NONE;507/8
SP;15;Show me your moves;beginner;3;0;NONE;Noplay;0;NONE;137/17
SP;15;Show me your moves;basic;6;0;NONE;Noplay;0;NONE;215/36
SP;15;Show me your moves;difficult;8;0;NONE;Noplay;0;NONE;314/46
SP;15;Show me your moves;expert;11;0;NONE;Noplay;0;NONE;384/58
SP;15;Show me your moves;challenge;14;976480;AA+;Clear;0;NONE;521/34
SP;15;siberite;beginner;2;0;NONE;Noplay;0;NONE;76/0
SP;15;siberite;basic;5;0;NONE;Noplay;0;NONE;182/3
SP;15;siberite;difficult;10;0;NONE;Noplay;0;NONE;348/3
SP;15;siberite;expert;13;0;NONE;Noplay;0;NONE;463/4
SP;15;S!ck;beginner;5;0;NONE;Noplay;0;NONE;138/5
SP;15;S!ck;basic;8;0;NONE;Noplay;0;NONE;231/38
SP;15;S!ck;difficult;12;0;NONE;Noplay;0;NONE;372/33
SP;15;S!ck;expert;16;0;NONE;Noplay;0;NONE;648/58
SP;15;Smiling Passion;beginner;2;0;NONE;Noplay;0;NONE;73/0
SP;15;Smiling Passion;basic;7;0;NONE;Noplay;0;NONE;222/4
SP;15;Smiling Passion;difficult;10;0;NONE;Noplay;0;NONE;299/12
SP;15;Smiling Passion;expert;12;0;NONE;Noplay;0;NONE;376/15
SP;15;Special One;beginner;2;0;NONE;Noplay;0;NONE;77/1
SP;15;Special One;basic;5;0;NONE;Noplay;0;NONE;131/8
SP;15;Special One;difficult;8;0;NONE;Noplay;0;NONE;176/6
SP;15;Special One;expert;11;0;NONE;Noplay;0;NONE;261/2
SP;15;Start a New Day;beginner;3;0;NONE;Noplay;0;NONE;109/11
SP;15;Start a New Day;basic;6;0;NONE;Noplay;0;NONE;219/11
SP;15;Start a New Day;difficult;11;0;NONE;Noplay;0;NONE;347/38
SP;15;Start a New Day;expert;15;998560;AAA;GFC;960;EX;521/9
SP;15;Start a New Day;challenge;16;908210;AA;Clear;0;NONE;578/6
SP;15;Star Trail;beginner;2;0;NONE;Noplay;0;NONE;67/9
SP;15;Star Trail;basic;5;0;NONE;Noplay;0;NONE;158/19
SP;15;Star Trail;difficult;9;0;NONE;Noplay;0;NONE;285/13
SP;15;Star Trail;expert;13;0;NONE;Noplay;0;NONE;462/19
SP;15;STERLING SILVER;beginner;4;0;NONE;Noplay;0;NONE;144/2
SP;15;STERLING SILVER;basic;6;0;NONE;Noplay;0;NONE;236/3
SP;15;STERLING SILVER;difficult;10;0;NONE;Noplay;0;NONE;338/20
SP;15;STERLING SILVER;expert;13;0;NONE;Noplay;0;NONE;486/6
SP;15;STERLING SILVER (U1 overground mix);beginner;4;0;NONE;Noplay;0;NONE;102/1
SP;15;STERLING SILVER (U1 overground mix);basic;7;0;NONE;Noplay;0;NONE;236/6
SP;15;STERLING SILVER (U1 overground mix);difficult;11;0;NONE;Noplay;0;NONE;348/6
SP;15;STERLING SILVER (U1 overground mix);expert;14;860030;A+;Clear;0;NONE;508/10
SP;15;Strawberry Chu♡Chu♡;beginner;2;0;NONE;Noplay;0;NONE;121/17
SP;15;Strawberry Chu♡Chu♡;basic;7;0;NONE;Noplay;0;NONE;200/47
SP;15;Strawberry Chu♡Chu♡;difficult;11;0;NONE;Noplay;0;NONE;316/19
SP;15;Strawberry Chu♡Chu♡;expert;13;983480;AA+;GFC;0;NONE;405/13
SP;15;StrayedCatz;beginner;4;0;NONE;Noplay;0;NONE;131/6
SP;15;StrayedCatz;basic;7;0;NONE;Noplay;0;NONE;182/14
SP;15;StrayedCatz;difficult;11;0;NONE;Noplay;0;NONE;336/11
SP;15;StrayedCatz;expert;13;952970;AA+;Clear;0;NONE;451/12
SP;15;SUN² SUMMER STEP!;beginner;2;0;NONE;Noplay;0;NONE;59/0
SP;15;SUN² SUMMER STEP!;basic;3;0;NONE;Noplay;0;NONE;94/22
SP;15;SUN² SUMMER STEP!;difficult;8;0;NONE;Noplay;0;NONE;235/29
SP;15;SUN² SUMMER STEP!;expert;11;0;NONE;Noplay;0;NONE;351/33
SP;15;SUPER SUMMER SALE;beginner;2;0;NONE;Noplay;0;NONE;92/0
SP;15;SUPER SUMMER SALE;basic;8;0;NONE;Noplay;0;NONE;305/7
SP;15;SUPER SUMMER SALE;difficult;12;0;NONE;Noplay;0;NONE;472/19
SP;15;SUPER SUMMER SALE;expert;15;998640;AAA;GFC;960;EX;616/14
SP;15;TECH-NOID;beginner;2;0;NONE;Noplay;0;NONE;91/0
SP;15;TECH-NOID;basic;5;0;NONE;Noplay;0;NONE;166/13
SP;15;TECH-NOID;difficult;9;0;NONE;Noplay;0;NONE;277/12
SP;15;TECH-NOID;expert;12;0;NONE;Noplay;0;NONE;377/15
SP;15;The Night Away (MK Remix);beginner;3;0;NONE;Noplay;0;NONE;78/5
